fold,metodo,mae,mse,tempo_segundos
0,média,0.5553569283569284,0.7025308967574856,0.00044798851013183594
0,knn,0.6239618055555556,0.8720509548611111,0.06619787216186523
0,mice,0.35969678603143096,0.33762803247603984,1.9287705421447754
0,tabpfn,0.2717820636762513,0.2619614155503293,1.2363736629486084
0,missforest,0.3592465277777778,0.5340990729166667,75.26111817359924
1,média,0.6337950986700986,2.109623795921266,0.00045680999755859375
1,knn,0.6785243055555557,2.1253624826388893,0.07001686096191406
1,mice,0.39607716595438514,0.7395947424970166,0.8038265705108643
1,tabpfn,0.3006653021358781,0.5698042978901662,1.2213678359985352
1,missforest,0.38667013888888885,1.1465709479166668,75.61060881614685
2,média,0.5908908730158731,2.08716420861678,0.0004420280456542969
2,knn,0.6733125000000001,2.1877253958333336,0.06305837631225586
2,mice,0.41037764127050597,0.8741900292732039,4.339804172515869
2,tabpfn,0.33067147583597234,0.8087419494388113,1.1756913661956787
2,missforest,0.39555555555555555,0.921703409722222,74.86594557762146
3,média,0.7007131864006864,2.610059110128882,0.0004703998565673828
3,knn,0.7915208333333335,2.647474097222222,0.06646871566772461
3,mice,0.5002883615155709,1.4907012206145405,1.0736992359161377
3,tabpfn,0.39197781311141117,0.9072320188397865,1.205986738204956
3,missforest,0.4623506944444444,1.185911239583333,74.85927629470825
4,média,0.6797099420849421,2.1752594310398377,0.00044345855712890625
4,knn,0.7388576388888889,2.114343954861111,0.06722402572631836
4,mice,0.3972973435136118,0.488329837406808,0.8183412551879883
4,tabpfn,0.3021997638626231,0.3058266566644954,1.2047340869903564
4,missforest,0.4165729166666667,0.8601131701388889,75.37487530708313
5,média,0.5491936400686401,0.7528522943568223,0.00045943260192871094
5,knn,0.6814479166666667,1.0303977881944444,0.06547951698303223
5,mice,0.38834841489173855,0.39200591095376236,5.278881311416626
5,tabpfn,0.28665570445358757,0.25605314965258885,1.190469741821289
5,missforest,0.369,0.6625025,75.22025275230408
6,média,0.5109669133419134,0.9962044736115045,0.0004570484161376953
6,knn,0.6112916666666667,1.198917,0.0684804916381836
6,mice,0.36870035752722774,0.7185289608388553,5.387834787368774
6,tabpfn,0.2602329982817173,0.3945091028700338,1.1281790733337402
6,missforest,0.30751388888888886,0.4766776805555557,75.3224458694458
7,média,0.6952040433290434,1.983677080662433,0.0004680156707763672
7,knn,0.7734270833333333,2.1692764687500006,0.08340716361999512
7,mice,0.44937326423976454,1.0241020561471943,3.2328221797943115
7,tabpfn,0.39079714542461763,1.0134584519410565,1.1804802417755127
7,missforest,0.4548229166666668,1.1798703506944448,75.47986459732056
8,média,0.6132938596078358,1.4946573348831789,0.00045943260192871094
8,knn,0.7890348432055748,1.7712056759581882,0.0660562515258789
8,mice,0.38636307941664255,0.5445751734967487,0.8165194988250732
8,tabpfn,0.2889069073706969,0.3916970828724852,1.1689748764038086
8,missforest,0.37252613240418114,0.6139881986062716,75.8949465751648
9,média,0.7049018782518421,2.4593764625582297,0.00044918060302734375
9,knn,0.8162891986062719,2.506536463414634,0.07012391090393066
9,mice,0.4461440348222197,1.0820806476848788,0.7932829856872559
9,tabpfn,0.3776386592446304,1.064620524211967,1.1680984497070312
9,missforest,0.4642648083623692,1.5779051149825782,75.1827621459961
